edge,source,source_title,target,target_title,strength,target_length,bridge,rank
P04->P05,P04,Paclitaxel Biosynthesis AI Breakthrough,P05,Monoclonal Antibody Bioprocess Engineering Advancements Using Conversational Artificial Intelligence,0.3687873108932345,2.735359754027888,False,1
P40->P46,P40,Verification Before Generation Act of 2026,P46,Earning the Congress's Vote: A New Oncology Trial Framework for Enacting H. R. 9510,0.3677124771709753,2.7412460961099816,False,1
P14->P15,P14,"ChatGPT 100,000 Patient 24-Month In Silico Phase III 5-Arm Pancreatic Cancer Clinical Trial Triplicate",P15,"QSP Metastatic Pancreatic Cancer AI Clinical Trial Simulation From Protocol to Prediction: Code, VVUQ, and Playbook",0.34537053338049384,2.865111866020017,False,1
P15->P16,P15,"QSP Metastatic Pancreatic Cancer AI Clinical Trial Simulation From Protocol to Prediction: Code, VVUQ, and Playbook",P16,Accelerating FDA Compliance and Cost Efficiency of in silico Clinical Trials via AI Digital Twin Pancreatic Cancer Simulation,0.3185919205402405,3.01733593406251,False,1
P10->P11,P10,Autonomous LLM Agent and scalable Reasoning LLM for generating cancer drug industry cost solutions,P11,AI revolution toward the cure of lung adenocarcinoma,0.3170076912747259,3.026468848454238,False,1
P12->P13,P12,"10 Year Glioblastoma Clinical Trial Meta-Analyses by Autonomous AI at Scale. Survival, HR, AE, and RoB scored in AI Reports and Charts, including Verifications",P13,End-to-End Pancreatic Ductal Adenocarcinoma Digital Twin Clinical Trial Proposals,0.316772874944528,3.027823743812683,False,1
P17->P19,P17,End-to-End Oncology Clinical Trial LLM Efficiency For Industry Adoption with FDA/ICH Regulations,P19,"AI Peer Review Acceleration of LLM-Generated Glioblastoma Clinical Trial Patient Matching ML, FDA/ICH/ISO, and FastAPI",0.31194987901712673,3.0557212164735708,False,2
P09->P10,P09,Cost containment of global monoclonal antibody drugs and cancer clinical trials via LLM focused reasoning,P10,Autonomous LLM Agent and scalable Reasoning LLM for generating cancer drug industry cost solutions,0.3113557625079312,3.05916679454384,False,1
P22->P23,P22,Federated Learning Physical AI Oncology Trials Unification,P23,TrialMCP: MCP Servers for Physical AI Oncology Clinical Trial Systems,0.3051744734137186,3.095132735695988,False,1
P37->P38,P37,VVUQ Oncology Clinical Trial LLM Verification Automation Priority over Existing Generated Code,P38,Mobile Pancreatic Cancer Unitree H2 Surgical Humanoid with Priority VVUQ,0.30483208662450567,3.0971311815288827,False,1
P47->P50,P47,On-Premises LLM-Directed Robotic Pancreaticoduodenectomy with Perioperative Daraxonrasib (RMC-6236) in KRAS-Mutated Pancreatic Ductal Adenocarcinoma,P50,Phase 1 Pancreatic Cancer Trial: Efficient LLM Document Guidance,0.3025243009015933,3.110618403698857,False,1
P49->P50,P49,Oncology Trial PI LLM Adoption Guide,P50,Phase 1 Pancreatic Cancer Trial: Efficient LLM Document Guidance,0.29738401298766237,3.1407664397693686,False,2
P43->P46,P43,H. R. 9510 (Bill v5.0) 2026,P46,Earning the Congress's Vote: A New Oncology Trial Framework for Enacting H. R. 9510,0.2956251462879838,3.151116147917314,False,2
P17->P18,P17,End-to-End Oncology Clinical Trial LLM Efficiency For Industry Adoption with FDA/ICH Regulations,P18,LLM-Generated Glioblastoma Drug Synergy Machine Learning: From Rapid Code Prototypes to Project Deliverables Package,0.2857904022866668,3.2093041309594152,False,1
P06->P07,P06,mAb Bioprocess Engineering In-Context Table Forecasts using Conversational AI Literature Insight Generations,P07,Cancer vs. Conversational Artificial Intelligence,0.28491638144656695,3.214501335087327,False,1
P03->P04,P03,High Dimensional and Complex Spectrometric Data Analysis of an Organic Compound using Large Multimodal Models and Chained Outputs,P04,Paclitaxel Biosynthesis AI Breakthrough,0.2677397616174864,3.317496084422916,False,1
P21->P23,P21,Unification Standard Level for Physical AI Oncology Trials,P23,TrialMCP: MCP Servers for Physical AI Oncology Clinical Trial Systems,0.26630319075440523,3.3261837594581873,False,2
P38->P44,P38,Mobile Pancreatic Cancer Unitree H2 Surgical Humanoid with Priority VVUQ,P44,From H. R. 9510 to Federal Law: A Narrative Case for Verified Physical AI Oncology Trials,0.2646956751623033,3.3359186640998093,False,1
P07->P09,P07,Cancer vs. Conversational Artificial Intelligence,P09,Cost containment of global monoclonal antibody drugs and cancer clinical trials via LLM focused reasoning,0.25942297536219766,3.36794894759831,False,1
P21->P22,P21,Unification Standard Level for Physical AI Oncology Trials,P22,Federated Learning Physical AI Oncology Trials Unification,0.25432642423496427,3.3990538432579873,False,1
P01->P02,P01,LMM Chemical Research with Document Retrieval,P02,LMM Spectrometric Determination of an Organic Compound,0.24018669419956756,3.4860920714512424,False,1
P34->P36,P34,2030: 60 Second Glioblastoma AI Robotic Surgery,P36,Threefold Humanoid 24/7 Adverse Event Oncology Trial Response Team: 4-Site Rotation,0.23948434863934256,3.4904437497451424,False,1
P05->P09,P05,Monoclonal Antibody Bioprocess Engineering Advancements Using Conversational Artificial Intelligence,P09,Cost containment of global monoclonal antibody drugs and cancer clinical trials via LLM focused reasoning,0.23856966841421864,3.4961150473553735,False,2
P01->P04,P01,LMM Chemical Research with Document Retrieval,P04,Paclitaxel Biosynthesis AI Breakthrough,0.22660425753754346,3.57072124034877,False,2
P07->P08,P07,Cancer vs. Conversational Artificial Intelligence,P08,Clinical decision support based on Bevacizumab cancer trials and pushing the limitations of advanced LLMs,0.22588731554932992,3.57521603384692,False,1
P11->P12,P11,AI revolution toward the cure of lung adenocarcinoma,P12,"10 Year Glioblastoma Clinical Trial Meta-Analyses by Autonomous AI at Scale. Survival, HR, AE, and RoB scored in AI Reports and Charts, including Verifications",0.22466109452026647,3.582910118877675,False,1
P29->P30,P29,Physical AI Oncology Clinical Trial Site Complete Documentation Package,P30,National Platform for Physical AI Oncology Trials,0.21737813274110776,3.6287747422468195,False,1
P14->P17,P14,"ChatGPT 100,000 Patient 24-Month In Silico Phase III 5-Arm Pancreatic Cancer Clinical Trial Triplicate",P17,End-to-End Oncology Clinical Trial LLM Efficiency For Industry Adoption with FDA/ICH Regulations,0.2146095941605285,3.6462844150837306,False,1
P19->P20,P19,"AI Peer Review Acceleration of LLM-Generated Glioblastoma Clinical Trial Patient Matching ML, FDA/ICH/ISO, and FastAPI",P20,Code Generation Competition: 16 Proprietary vs. Open-Source LLMs & Iterative Learning Based on FDA Adverse Event Reporting System,0.21181352524293606,3.6640099082064133,False,1
P24->P29,P24,National MCP Servers for Physical AI Oncology Clinical Trial Systems,P29,Physical AI Oncology Clinical Trial Site Complete Documentation Package,0.21168326787169922,3.664836686970548,False,1
P51->P52,P51,"Investigational New Drug Application - Daraxonrasib, Phase 1, LLM-Directed Robotic Whipple in KRAS-Mutated PDAC",P52,"Clinical Trial Funding Application, RFA-RM-27-001, Kawchak K.",0.20976053565163885,3.6770513518935273,False,1
P22->P28,P22,Federated Learning Physical AI Oncology Trials Unification,P28,A Cancer Patient's Journey Through a Regulated Physical AI Oncology Trial,0.20900295431200658,3.6818695193720403,False,1
P35->P36,P35,2030: 60 Second Pancreatic Ductal Adenocarcinoma Robotic Whipple Procedure & Daraxonrasib Simulation,P36,Threefold Humanoid 24/7 Adverse Event Oncology Trial Response Team: 4-Site Rotation,0.20668268218334826,3.696645386197078,False,2
P28->P32,P28,A Cancer Patient's Journey Through a Regulated Physical AI Oncology Trial,P32,Accelerated Patient Prediction in Physical AI Oncology Clinical Trials: 4 Extensive Simulations,0.20017775095642973,3.7382230624191104,False,1
P31->P32,P31,Fully Automated Sponsor: Physical AI Oncology Clinical Trial Platform,P32,Accelerated Patient Prediction in Physical AI Oncology Clinical Trials: 4 Extensive Simulations,0.19722165410917855,3.757192112435386,False,2
P25->P30,P25,"Adaption: ICH Harmonised Guideline, End-to-End Physical AI Oncology Clinical Trial Unification",P30,National Platform for Physical AI Oncology Trials,0.19520443557604925,3.7701631354820586,False,2
P21->P28,P21,Unification Standard Level for Physical AI Oncology Trials,P28,A Cancer Patient's Journey Through a Regulated Physical AI Oncology Trial,0.18918318715218022,3.809009212641296,False,2
P12->P17,P12,"10 Year Glioblastoma Clinical Trial Meta-Analyses by Autonomous AI at Scale. Survival, HR, AE, and RoB scored in AI Reports and Charts, including Verifications",P17,End-to-End Oncology Clinical Trial LLM Efficiency For Industry Adoption with FDA/ICH Regulations,0.1870997710157709,3.8224951417133077,False,2
P09->P12,P09,Cost containment of global monoclonal antibody drugs and cancer clinical trials via LLM focused reasoning,P12,"10 Year Glioblastoma Clinical Trial Meta-Analyses by Autonomous AI at Scale. Survival, HR, AE, and RoB scored in AI Reports and Charts, including Verifications",0.18484979083148606,3.8370850513127044,False,2
P19->P49,P19,"AI Peer Review Acceleration of LLM-Generated Glioblastoma Clinical Trial Patient Matching ML, FDA/ICH/ISO, and FastAPI",P49,Oncology Trial PI LLM Adoption Guide,0.18172779888335444,3.8573738410560043,False,1
P06->P08,P06,mAb Bioprocess Engineering In-Context Table Forecasts using Conversational AI Literature Insight Generations,P08,Clinical decision support based on Bevacizumab cancer trials and pushing the limitations of advanced LLMs,0.18171094147025565,3.8574835316143323,False,2
P18->P20,P18,LLM-Generated Glioblastoma Drug Synergy Machine Learning: From Rapid Code Prototypes to Project Deliverables Package,P20,Code Generation Competition: 16 Proprietary vs. Open-Source LLMs & Iterative Learning Based on FDA Adverse Event Reporting System,0.18075391047586611,3.8637133580836336,False,2
P24->P25,P24,National MCP Servers for Physical AI Oncology Clinical Trial Systems,P25,"Adaption: ICH Harmonised Guideline, End-to-End Physical AI Oncology Clinical Trial Unification",0.16222899926806336,3.9852523499441874,False,1
P32->P34,P32,Accelerated Patient Prediction in Physical AI Oncology Clinical Trials: 4 Extensive Simulations,P34,2030: 60 Second Glioblastoma AI Robotic Surgery,0.16052804926467507,3.996502337694049,False,1
P22->P25,P22,Federated Learning Physical AI Oncology Trials Unification,P25,"Adaption: ICH Harmonised Guideline, End-to-End Physical AI Oncology Clinical Trial Unification",0.15373328417061122,4.041593509943096,False,2
P22->P37,P22,Federated Learning Physical AI Oncology Trials Unification,P37,VVUQ Oncology Clinical Trial LLM Verification Automation Priority over Existing Generated Code,0.14711385202605537,4.085752882107378,False,1
P31->P37,P31,Fully Automated Sponsor: Physical AI Oncology Clinical Trial Platform,P37,VVUQ Oncology Clinical Trial LLM Verification Automation Priority over Existing Generated Code,0.14042540957379876,4.130604278009198,False,2
P17->P34,P17,End-to-End Oncology Clinical Trial LLM Efficiency For Industry Adoption with FDA/ICH Regulations,P34,2030: 60 Second Glioblastoma AI Robotic Surgery,0.13148767862066252,4.190901312437535,False,2
P35->P47,P35,2030: 60 Second Pancreatic Ductal Adenocarcinoma Robotic Whipple Procedure & Daraxonrasib Simulation,P47,On-Premises LLM-Directed Robotic Pancreaticoduodenectomy with Perioperative Daraxonrasib (RMC-6236) in KRAS-Mutated Pancreatic Ductal Adenocarcinoma,0.12008607438876104,4.268419911598408,False,1
P25->P47,P25,"Adaption: ICH Harmonised Guideline, End-to-End Physical AI Oncology Clinical Trial Unification",P47,On-Premises LLM-Directed Robotic Pancreaticoduodenectomy with Perioperative Daraxonrasib (RMC-6236) in KRAS-Mutated Pancreatic Ductal Adenocarcinoma,0.11381583230987583,4.311336165670536,False,2
P20->P21,P20,Code Generation Competition: 16 Proprietary vs. Open-Source LLMs & Iterative Learning Based on FDA Adverse Event Reporting System,P21,Unification Standard Level for Physical AI Oncology Trials,0.10095389436385237,4.4,False,1
