edge,source,source_title,target,target_title,strength,target_length,bridge,count
T01|T13,T01,LLM / conversational AI,T13,Glioblastoma,0.408248290463863,3.035212160835039,False,5
T07|T18,T07,Physical AI / robotics,T18,Patient safety / adverse events,0.40201512610368484,3.0733212880790717,False,8
T01|T15,T01,LLM / conversational AI,T15,mAb / bioprocess,0.4,3.0856970913021766,False,4
T04|T13,T04,Document retrieval / RAG,T13,Glioblastoma,0.39605901719066977,3.1099785955881787,False,4
T11|T18,T11,Clinical trials,T18,Patient safety / adverse events,0.39605901719066977,3.1099785955881787,False,8
T13|T20,T13,Glioblastoma,T20,Cost / efficiency,0.38575837490522974,3.1739305807848996,False,5
T15|T20,T15,mAb / bioprocess,T20,Cost / efficiency,0.3779644730092272,3.2227854015233226,False,4
T05|T13,T05,Machine learning / optimization,T13,Glioblastoma,0.3651483716701107,3.30398888378105,False,2
T05|T19,T05,Machine learning / optimization,T19,Patient matching / decision support,0.3651483716701107,3.30398888378105,False,2
T03|T09,T03,Agentic / code generation,T09,Federated learning,0.3535533905932738,3.3783796770924353,False,3
T09|T17,T09,Federated learning,T17,Regulatory / compliance,0.3535533905932738,3.3783796770924353,False,3
T06|T19,T06,Simulation / digital twin,T19,Patient matching / decision support,0.31622776601683794,3.6237499660204913,False,3
T09|T10,T09,Federated learning,T10,MCP / API infrastructure,0.3086066999241838,3.6749445247916834,False,2
T19|T20,T19,Patient matching / decision support,T20,Cost / efficiency,0.3086066999241838,3.6749445247916834,False,4
T01|T02,T01,LLM / conversational AI,T02,LMM / multimodal AI,0.3,3.7332026248451897,False,3
T01|T16,T01,LLM / conversational AI,T16,Chemistry / spectroscopy,0.3,3.7332026248451897,False,3
T01|T14,T01,LLM / conversational AI,T14,Lung adenocarcinoma,0.282842712474619,3.850731829355032,False,2
T02|T22,T02,LMM / multimodal AI,T22,Drug compounds / discovery / synergy,0.2773500981126146,3.888746788997718,False,2
T16|T22,T16,Chemistry / spectroscopy,T22,Drug compounds / discovery / synergy,0.2773500981126146,3.888746788997718,False,2
T03|T21,T03,Agentic / code generation,T21,Legislation / policy,0.2721655269759087,3.924802491248962,False,4
T04|T15,T04,Document retrieval / RAG,T15,mAb / bioprocess,0.24253562503633297,4.134059737099371,False,2
T11|T14,T11,Clinical trials,T14,Lung adenocarcinoma,0.24253562503633297,4.134059737099371,False,2
T18|T21,T18,Patient safety / adverse events,T21,Legislation / policy,0.19245008972987526,4.5,False,2
